area Name,area type,year,variable,value
Dare County,County,2015,High School Graduates White Age 25 Up,22280.0
Ashe County,County,2000,High School Graduates White Age 25 Up,11939.0
Mecklenburg County,County,2000,High School Graduates White Age 25 Up,283146.0
Bertie County,County,2010,High School Graduates White Age 25 Up,4465.0
Harmony,Municipality,1980,High School Graduates White Age 25 Up,37.0
New Hanover County,County,1980,High School Graduates White Age 25 Up,34054.0
Scotland County,County,2015,High School Graduates White Age 25 Up,10164.0
Scotland County,County,1990,High School Graduates White Age 25 Up,8117.0
Surry County,County,2000,High School Graduates White Age 25 Up,31133.0
Transylvania County,County,2010,High School Graduates White Age 25 Up,19761.0
Bladenboro,Municipality,2010,High School Graduates White Age 25 Up,796.0
Ashe County,County,1980,High School Graduates White Age 25 Up,5673.0
Bladen County,County,1970,High School Graduates White Age 25 Up,2999.0
Catawba County,County,2015,High School Graduates White Age 25 Up,76092.0
Pinetops,Municipality,1980,High School Graduates White Age 25 Up,107.0
Walkertown,Municipality,2015,High School Graduates White Age 25 Up,2337.0
Weaverville,Municipality,1990,High School Graduates White Age 25 Up,1353.0
Woodfin,Municipality,1990,High School Graduates White Age 25 Up,1122.0
Hildebran,Municipality,1990,High School Graduates White Age 25 Up,331.0
Kannapolis,Municipality,2000,High School Graduates White Age 25 Up,14119.0
Pine Knoll Shores,Municipality,2010,High School Graduates White Age 25 Up,1218.0
Brunswick County,County,1970,High School Graduates White Age 25 Up,2958.0
Bug Hill Township,Township,1990,High School Graduates White Age 25 Up,591.0
Cecil Township,Township,1990,High School Graduates White Age 25 Up,153.0
Hendersonville Twp.,Township,1990,High School Graduates White Age 25 Up,20539.0
Mills River Twp.,Township,1990,High School Graduates White Age 25 Up,4589.0
Tract 127.07,Tract,1990,High School Graduates White Age 25 Up,277.0
BNA 9907,Tract,1990,High School Graduates White Age 25 Up,970.0
BNA 9917,Tract,1990,High School Graduates White Age 25 Up,1545.0
Tract 39.01,Tract,1990,High School Graduates White Age 25 Up,242.0
Tract 107,Tract,1990,High School Graduates White Age 25 Up,631.0
Lincolnton,Municipality,2010,High School Graduates White Age 25 Up,4249.0
Glade Creek Twp.,Township,1990,High School Graduates White Age 25 Up,539.0
Grandfather,Municipality,2000,High School Graduates White Age 25 Up,56.0
Murphy,Municipality,1990,High School Graduates White Age 25 Up,631.0
Bath,Municipality,1980,High School Graduates White Age 25 Up,31.0
Clarkton,Municipality,2010,High School Graduates White Age 25 Up,272.0
Sunset Beach,Municipality,2015,High School Graduates White Age 25 Up,3281.0
Sunset Beach,Municipality,2000,High School Graduates White Age 25 Up,1500.0
Morganton,Municipality,1990,High School Graduates White Age 25 Up,6124.0
Cove City,Municipality,1980,High School Graduates White Age 25 Up,54.0
Concord,Municipality,2010,High School Graduates White Age 25 Up,32025.0
Dover,Municipality,1980,High School Graduates White Age 25 Up,74.0
Edgecombe County,County,1990,High School Graduates White Age 25 Up,11686.0
BNA 9703,Tract,1990,High School Graduates White Age 25 Up,1227.0
Tract 45,Tract,1990,High School Graduates White Age 25 Up,89.0
Olive Hill Township,Township,1990,High School Graduates White Age 25 Up,876.0
Pactolus Township,Township,1990,High School Graduates White Age 25 Up,1197.0
BNA 9502,Tract,1990,High School Graduates White Age 25 Up,1248.0
Tract 415,Tract,1990,High School Graduates White Age 25 Up,2561.0
Tract 407,Tract,1990,High School Graduates White Age 25 Up,961.0
Tract 103,Tract,1990,High School Graduates White Age 25 Up,0.0
BNA 9704,Tract,1990,High School Graduates White Age 25 Up,1232.0
Swansboro,Municipality,2015,High School Graduates White Age 25 Up,1677.0
Swansboro,Municipality,1990,High School Graduates White Age 25 Up,597.0
Tract 29.03,Tract,1990,High School Graduates White Age 25 Up,1731.0
BNA 9602,Tract,1990,High School Graduates White Age 25 Up,1188.0
BNA 9801,Tract,1990,High School Graduates White Age 25 Up,1635.0
McAdenville,Municipality,2010,High School Graduates White Age 25 Up,274.0
Ranlo,Municipality,2000,High School Graduates White Age 25 Up,837.0
Belmont,Municipality,1980,High School Graduates White Age 25 Up,390.0
Tract 401,Tract,1990,High School Graduates White Age 25 Up,2127.0
Gastonia,Municipality,2010,High School Graduates White Age 25 Up,26089.0
High Shoals,Municipality,1990,High School Graduates White Age 25 Up,158.0
Tract 412,Tract,1990,High School Graduates White Age 25 Up,1114.0
Tract 58.10,Tract,1990,High School Graduates White Age 25 Up,3044.0
Tract 62.02,Tract,1990,High School Graduates White Age 25 Up,2155.0
Tract 64,Tract,1990,High School Graduates White Age 25 Up,2663.0
Granville County,County,1970,High School Graduates White Age 25 Up,3610.0
Hoke County,County,2015,High School Graduates White Age 25 Up,13850.0
Hyde County,County,1970,High School Graduates White Age 25 Up,555.0
Tract 56.01,Tract,1990,High School Graduates White Age 25 Up,3312.0
Tract 203,Tract,1990,High School Graduates White Age 25 Up,3151.0
Mooresboro,Municipality,1980,High School Graduates White Age 25 Up,44.0
Waco,Municipality,1980,High School Graduates White Age 25 Up,50.0
Sandyfield,Municipality,2000,High School Graduates White Age 25 Up,19.0
Tract 55.02,Tract,1990,High School Graduates White Age 25 Up,3448.0
Tract 59.03,Tract,1990,High School Graduates White Age 25 Up,3135.0
Camp Lejeune Unorg.,Township,1990,High School Graduates White Age 25 Up,11852.0
Grant Township,Township,1990,High School Graduates White Age 25 Up,1342.0
Wolf Pit Township,Township,1990,High School Graduates White Age 25 Up,2195.0
Morgan Township,Township,1990,High School Graduates White Age 25 Up,1052.0
Stewartsville Twp.,Township,1990,High School Graduates White Age 25 Up,4803.0
Harris Township,Township,1990,High School Graduates White Age 25 Up,1614.0
Plymouth Township,Township,1990,High School Graduates White Age 25 Up,2034.0
Tract 310.01,Tract,1990,High School Graduates White Age 25 Up,827.0
Tract 314,Tract,1990,High School Graduates White Age 25 Up,1919.0
Tract 136.01,Tract,1990,High School Graduates White Age 25 Up,491.0
High Point,Municipality,1990,High School Graduates White Age 25 Up,23865.0
Lillington,Municipality,2010,High School Graduates White Age 25 Up,1029.0
Lillington,Municipality,1980,High School Graduates White Age 25 Up,150.0
Hazelwood,Municipality,1990,High School Graduates White Age 25 Up,652.0
Hendersonville,Municipality,2015,High School Graduates White Age 25 Up,6983.0
Cofield,Municipality,2015,High School Graduates White Age 25 Up,22.0
Pearces Mill townsh,Township,1990,High School Graduates White Age 25 Up,4106.0
Boone Township,Township,1990,High School Graduates White Age 25 Up,1262.0
Teachey,Municipality,1990,High School Graduates White Age 25 Up,68.0
Allendale Township,Township,1990,High School Graduates White Age 25 Up,0.0
Chambersburg Twp.,Township,1990,High School Graduates White Age 25 Up,3149.0
Belwood,Municipality,2000,High School Graduates White Age 25 Up,429.0
Tract 31,Tract,1990,High School Graduates White Age 25 Up,2965.0
Tract 33.01,Tract,1990,High School Graduates White Age 25 Up,3648.0
Tract 19.03,Tract,1990,High School Graduates White Age 25 Up,1750.0
Tract 20.15,Tract,1990,High School Graduates White Age 25 Up,1687.0
Tract 7,Tract,1990,High School Graduates White Age 25 Up,1184.0
Tract 216,Tract,1990,High School Graduates White Age 25 Up,743.0
Tract 1,Tract,1990,High School Graduates White Age 25 Up,354.0
Tract 31.01,Tract,1990,High School Graduates White Age 25 Up,1975.0
Tract 42.98,Tract,1990,High School Graduates White Age 25 Up,0.0
Seven Devils,Municipality,2000,High School Graduates White Age 25 Up,72.0
Eureka,Municipality,1980,High School Graduates White Age 25 Up,32.0
Saratoga,Municipality,2015,High School Graduates White Age 25 Up,140.0
Arlington,Municipality,1990,High School Graduates White Age 25 Up,259.0
Fairmont,Municipality,2000,High School Graduates White Age 25 Up,505.0
Orrum,Municipality,2015,High School Graduates White Age 25 Up,24.0
Walnut Cove,Municipality,1980,High School Graduates White Age 25 Up,150.0
Bryson City,Municipality,2010,High School Graduates White Age 25 Up,820.0
Marshville,Municipality,2015,High School Graduates White Age 25 Up,543.0
Wake Forest,Municipality,1990,High School Graduates White Age 25 Up,2411.0
Jamesville,Municipality,1990,High School Graduates White Age 25 Up,152.0
Parmele,Municipality,2015,High School Graduates White Age 25 Up,24.0
Foxfire,Municipality,1990,High School Graduates White Age 25 Up,262.0
St. Pauls,Municipality,2000,High School Graduates White Age 25 Up,568.0
Tract 301,Tract,1990,High School Graduates White Age 25 Up,1650.0
Tract 334,Tract,1990,High School Graduates White Age 25 Up,671.0
Spencer Mountain,Municipality,2000,High School Graduates White Age 25 Up,24.0
Tract 163,Tract,1990,High School Graduates White Age 25 Up,3101.0
Tract 203.02,Tract,1990,High School Graduates White Age 25 Up,1738.0
BNA 9609,Tract,1990,High School Graduates White Age 25 Up,1526.0
Tract 504,Tract,1990,High School Graduates White Age 25 Up,403.0
BNA 9607,Tract,1990,High School Graduates White Age 25 Up,1932.0
Tract 535.10,Tract,1990,High School Graduates White Age 25 Up,3210.0
Antioch Township,Township,1990,High School Graduates White Age 25 Up,343.0
BNA 9812,Tract,1990,High School Graduates White Age 25 Up,2098.0
Stanton Township,Township,1990,High School Graduates White Age 25 Up,213.0
BNA 9805,Tract,1990,High School Graduates White Age 25 Up,1385.0
BNA 9803,Tract,1990,High School Graduates White Age 25 Up,3039.0
Tract 701,Tract,1990,High School Graduates White Age 25 Up,1833.0
BNA 9702,Tract,1990,High School Graduates White Age 25 Up,1403.0
Tract 104,Tract,1990,High School Graduates White Age 25 Up,457.0
BNA 9602,Tract,1990,High School Graduates White Age 25 Up,1045.0
Tract 537.03,Tract,1990,High School Graduates White Age 25 Up,2796.0
BNA 9807,Tract,1990,High School Graduates White Age 25 Up,3179.0
Pleasant Garden,Municipality,2015,High School Graduates White Age 25 Up,2761.0
Elizabeth City-Camden,Municipal Part,2000,High School Graduates White Age 25 Up,0.0
Harnett County,County,1990,High School Graduates White Age 25 Up,21934.0
Hoke County,County,1970,High School Graduates White Age 25 Up,1775.0
Sawmills,Municipality,2015,High School Graduates White Age 25 Up,2700.0
Cape Carteret,Municipality,2000,High School Graduates White Age 25 Up,866.0
Yanceyville,Municipality,2000,High School Graduates White Age 25 Up,481.0
Little River Twp.,Township,1990,High School Graduates White Age 25 Up,251.0
Wallace,Municipality,2000,High School Graduates White Age 25 Up,977.0
Kernersville,Municipality,1980,High School Graduates White Age 25 Up,1356.0
Maiden,Municipality,1990,High School Graduates White Age 25 Up,714.0
Sunset Beach,Municipality,2010,High School Graduates White Age 25 Up,2839.0
Glen Alpine,Municipality,2000,High School Graduates White Age 25 Up,430.0
Connelly Springs,Municipality,2010,High School Graduates White Age 25 Up,634.0
Harrisburg,Municipality,1990,High School Graduates White Age 25 Up,894.0
Cajahs Mountain,Municipality,2000,High School Graduates White Age 25 Up,1313.0
Rhodhiss,Municipality,1980,High School Graduates White Age 25 Up,98.0
Emerald Isle,Municipality,2015,High School Graduates White Age 25 Up,2803.0
Pine Knoll Shores,Municipality,2000,High School Graduates White Age 25 Up,1322.0
Cedar Point,Municipality,2010,High School Graduates White Age 25 Up,817.0
Brookford,Municipality,2010,High School Graduates White Age 25 Up,210.0
Catawba,Municipality,2000,High School Graduates White Age 25 Up,298.0
Hickory,Municipality,1980,High School Graduates White Age 25 Up,2026.0
Orange County,County,1980,High School Graduates White Age 25 Up,25608.0
Pasquotank County,County,1990,High School Graduates White Age 25 Up,9662.0
Pender County,County,1990,High School Graduates White Age 25 Up,9861.0
Transylvania County,County,2000,High School Graduates White Age 25 Up,16561.0
Tract 406,Tract,1990,High School Graduates White Age 25 Up,612.0
BNA 9802,Tract,1990,High School Graduates White Age 25 Up,606.0
BNA 9702,Tract,1990,High School Graduates White Age 25 Up,1283.0
Tract 24,Tract,1990,High School Graduates White Age 25 Up,1617.0
Tract 58.07,Tract,1990,High School Graduates White Age 25 Up,4281.0
BNA 9504,Tract,1990,High School Graduates White Age 25 Up,2122.0
Tract 30.05,Tract,1990,High School Graduates White Age 25 Up,4882.0
Tract 4,Tract,1990,High School Graduates White Age 25 Up,135.0
BNA 9903,Tract,1990,High School Graduates White Age 25 Up,1124.0
BNA 9501,Tract,1990,High School Graduates White Age 25 Up,1069.0
Tract 202,Tract,1990,High School Graduates White Age 25 Up,2280.0
Tract 407,Tract,1990,High School Graduates White Age 25 Up,2454.0
Tract 502,Tract,1990,High School Graduates White Age 25 Up,1397.0
Graham County,County,2010,High School Graduates White Age 25 Up,4451.0
Hertford County,County,1990,High School Graduates White Age 25 Up,4583.0
Kitty Hawk,Municipality,1990,High School Graduates White Age 25 Up,1127.0
Lexington,Municipality,2000,High School Graduates White Age 25 Up,5679.0
Warsaw,Municipality,2000,High School Graduates White Age 25 Up,555.0
Bethania,Municipality,2015,High School Graduates White Age 25 Up,257.0
Kings Mountain,Municipality,2010,High School Graduates White Age 25 Up,4303.0
Tract 106,Tract,1990,High School Graduates White Age 25 Up,2985.0
Tract 119.02,Tract,1990,High School Graduates White Age 25 Up,1926.0
BNA 9801,Tract,1990,High School Graduates White Age 25 Up,1417.0
Tract 8,Tract,1990,High School Graduates White Age 25 Up,447.0
Tract 314,Tract,1990,High School Graduates White Age 25 Up,1928.0
BNA 9615,Tract,1990,High School Graduates White Age 25 Up,1050.0
"Twp. 1, Greenwood",Township,1990,High School Graduates White Age 25 Up,2135.0
"Twp. 1, Charlotte",Township,1990,High School Graduates White Age 25 Up,155731.0
Bingham Township,Township,1990,High School Graduates White Age 25 Up,2725.0
Back Creek Township,Township,1990,High School Graduates White Age 25 Up,1455.0
Gulledge Township,Township,1990,High School Graduates White Age 25 Up,401.0
Lower Creek Twp.,Township,1990,High School Graduates White Age 25 Up,610.0
"Twp. 7, Gold Hill",Township,1990,High School Graduates White Age 25 Up,552.0
Matthews Township,Township,1990,High School Graduates White Age 25 Up,2943.0
Rowan County,County,2015,High School Graduates White Age 25 Up,64457.0
Stokes County,County,1990,High School Graduates White Age 25 Up,14654.0
Tract 56.02,Tract,1990,High School Graduates White Age 25 Up,2498.0
BNA 9602,Tract,1990,High School Graduates White Age 25 Up,499.0
Tract 508,Tract,1990,High School Graduates White Age 25 Up,242.0
BNA 9701,Tract,1990,High School Graduates White Age 25 Up,1173.0
"Twp. 5, Hayesville",Township,1990,High School Graduates White Age 25 Up,464.0
BNA 9703,Tract,1990,High School Graduates White Age 25 Up,1273.0
Crabtree Township,Township,1990,High School Graduates White Age 25 Up,676.0
West Jefferson,Municipality,1990,High School Graduates White Age 25 Up,443.0
Banner Elk,Municipality,2000,High School Graduates White Age 25 Up,258.0
Burnsville Township,Township,1990,High School Graduates White Age 25 Up,1786.0
Rutherford County,County,1990,High School Graduates White Age 25 Up,20382.0
Huntersville,Municipality,1980,High School Graduates White Age 25 Up,211.0
Pantego,Municipality,2015,High School Graduates White Age 25 Up,109.0
Roxobel,Municipality,2000,High School Graduates White Age 25 Up,88.0
Rowan County,County,2000,High School Graduates White Age 25 Up,54139.0
Sampson County,County,2010,High School Graduates White Age 25 Up,20891.0
Cove City,Municipality,1990,High School Graduates White Age 25 Up,144.0
New Bern,Municipality,2015,High School Graduates White Age 25 Up,11692.0
Tract 313.01,Tract,1990,High School Graduates White Age 25 Up,540.0
Tract 332.01,Tract,1990,High School Graduates White Age 25 Up,1821.0
Tract 116.01,Tract,1990,High School Graduates White Age 25 Up,997.0
Tract 116.02,Tract,1990,High School Graduates White Age 25 Up,902.0
Tract 125.09,Tract,1990,High School Graduates White Age 25 Up,1676.0
Thomasville,Municipality,2015,High School Graduates White Age 25 Up,10936.0
Tract 155,Tract,1990,High School Graduates White Age 25 Up,960.0
BNA 9604,Tract,1990,High School Graduates White Age 25 Up,1019.0
Tract 707,Tract,1990,High School Graduates White Age 25 Up,1721.0
Tract 509,Tract,1990,High School Graduates White Age 25 Up,18.0
Tract 513,Tract,1990,High School Graduates White Age 25 Up,470.0
Tract 526.02,Tract,1990,High School Graduates White Age 25 Up,2461.0
Tract 542.01,Tract,1990,High School Graduates White Age 25 Up,3485.0
Tract 534.04,Tract,1990,High School Graduates White Age 25 Up,2881.0
Tract 301,Tract,1990,High School Graduates White Age 25 Up,4146.0
Cherryville,Municipality,1990,High School Graduates White Age 25 Up,1746.0
Dallas,Municipality,2000,High School Graduates White Age 25 Up,1104.0
Tract 11,Tract,1990,High School Graduates White Age 25 Up,2324.0
Swain County,County,2010,High School Graduates White Age 25 Up,5807.0
BNA 9704,Tract,1990,High School Graduates White Age 25 Up,1848.0
Tract 416,Tract,1990,High School Graduates White Age 25 Up,2228.0
Camden County,County,1970,High School Graduates White Age 25 Up,626.0
"Twp. 3, Trenton",Township,1990,High School Graduates White Age 25 Up,355.0
Little River Twp.,Township,1990,High School Graduates White Age 25 Up,2701.0
Skinnersville Twp.,Township,1990,High School Graduates White Age 25 Up,400.0
Forbush Township,Township,1990,High School Graduates White Age 25 Up,1355.0
South Liberty Twp.,Township,1990,High School Graduates White Age 25 Up,1020.0
Mills River,Municipality,2015,High School Graduates White Age 25 Up,4351.0
South Fork Township,Township,1990,High School Graduates White Age 25 Up,6.0
Williamsboro Twp.,Township,1990,High School Graduates White Age 25 Up,318.0
Tract 418,Tract,1990,High School Graduates White Age 25 Up,150.0
Tract 327.01,Tract,1990,High School Graduates White Age 25 Up,3097.0
Dillsboro Township,Township,1990,High School Graduates White Age 25 Up,459.0
Mingo Township,Township,1990,High School Graduates White Age 25 Up,678.0
Wilson Mills Twp.,Township,1990,High School Graduates White Age 25 Up,732.0
Snow Creek Township,Township,1990,High School Graduates White Age 25 Up,812.0
Johns River Twp.,Township,1990,High School Graduates White Age 25 Up,458.0
Tract 137,Tract,1990,High School Graduates White Age 25 Up,2804.0
Tract 126.07,Tract,1990,High School Graduates White Age 25 Up,1244.0
Warsaw Township,Township,1990,High School Graduates White Age 25 Up,1172.0
"Twp. 9, Otter Ck.",Township,1990,High School Graduates White Age 25 Up,587.0
Cherryville Twp.,Township,1990,High School Graduates White Age 25 Up,5194.0
BNA 9503,Tract,1990,High School Graduates White Age 25 Up,1804.0
Walnut Grove Twp.,Township,1990,High School Graduates White Age 25 Up,314.0
BNA 9509,Tract,1990,High School Graduates White Age 25 Up,817.0
Rocky Mount-Nash,Municipal Part,2000,High School Graduates White Age 25 Up,13620.0
Sharpsburg-Nash,Municipal Part,2000,High School Graduates White Age 25 Up,383.0
Wallace-Pender,Municipal Part,2000,High School Graduates White Age 25 Up,12.0
Colerain Township,Township,1990,High School Graduates White Age 25 Up,618.0
Haywood County,County,1990,High School Graduates White Age 25 Up,22179.0
Harrells-Sampson,Municipal Part,2000,High School Graduates White Age 25 Up,54.0
Hoke County,County,1990,High School Graduates White Age 25 Up,4383.0
Williamston,Municipality,2000,High School Graduates White Age 25 Up,1443.0
Mitchell County,County,1970,High School Graduates White Age 25 Up,2482.0
Montgomery County,County,2015,High School Graduates White Age 25 Up,11225.0
Onslow County,County,1990,High School Graduates White Age 25 Up,46968.0
Rennert,Municipality,2000,High School Graduates White Age 25 Up,6.0
Cleveland,Municipality,1980,High School Graduates White Age 25 Up,70.0
Rockwell,Municipality,2015,High School Graduates White Age 25 Up,1173.0
East Fork Township,Township,1990,High School Graduates White Age 25 Up,646.0
White Oak Township,Township,1990,High School Graduates White Age 25 Up,585.0
Reidsville Township,Township,1990,High School Graduates White Age 25 Up,5075.0
Dismal Township,Township,1990,High School Graduates White Age 25 Up,1034.0
Laurinburg,Municipality,2000,High School Graduates White Age 25 Up,4657.0
Hogback Township,Township,1990,High School Graduates White Age 25 Up,768.0
New London,Municipality,2015,High School Graduates White Age 25 Up,373.0
Cedar Fork Township,Township,1990,High School Graduates White Age 25 Up,1231.0
Richlands,Municipality,1980,High School Graduates White Age 25 Up,99.0
Beaver Creek Twp.,Township,1990,High School Graduates White Age 25 Up,182.0
Selma,Municipality,2010,High School Graduates White Age 25 Up,1578.0
Minnesott Beach,Municipality,2015,High School Graduates White Age 25 Up,332.0
Mars Hill,Municipality,2015,High School Graduates White Age 25 Up,1004.0
Carolina Beach,Municipality,2015,High School Graduates White Age 25 Up,3860.0
Wilmington,Municipality,1980,High School Graduates White Age 25 Up,4537.0
Granite Quarry,Municipality,2010,High School Graduates White Age 25 Up,1645.0
Mesic,Municipality,2000,High School Graduates White Age 25 Up,45.0
Turkey,Municipality,2015,High School Graduates White Age 25 Up,113.0
Middlesex,Municipality,2000,High School Graduates White Age 25 Up,244.0
Locust,Municipality,2010,High School Graduates White Age 25 Up,1663.0
Spring Hope,Municipality,2015,High School Graduates White Age 25 Up,345.0
Woodland,Municipality,2010,High School Graduates White Age 25 Up,338.0
Sims,Municipality,2010,High School Graduates White Age 25 Up,194.0
Stantonsburg,Municipality,2015,High School Graduates White Age 25 Up,247.0
Boonville,Municipality,2010,High School Graduates White Age 25 Up,781.0
Burnsville,Municipality,2000,High School Graduates White Age 25 Up,813.0
Bermuda Run,Municipality,2000,High School Graduates White Age 25 Up,1226.0
Oak Ridge,Municipality,2015,High School Graduates White Age 25 Up,3728.0
Township 3,Township,1990,High School Graduates White Age 25 Up,582.0
Newland Township,Township,1990,High School Graduates White Age 25 Up,401.0
BNA 9502,Tract,1990,High School Graduates White Age 25 Up,1574.0
BNA 9601,Tract,1990,High School Graduates White Age 25 Up,2966.0
BNA 9604,Tract,1990,High School Graduates White Age 25 Up,2149.0
Tract 25.04,Tract,1990,High School Graduates White Age 25 Up,1470.0
Tract 1101.02,Tract,1990,High School Graduates White Age 25 Up,478.0
BNA 9704,Tract,1990,High School Graduates White Age 25 Up,1210.0
Tract 3.02,Tract,1990,High School Graduates White Age 25 Up,1714.0
Tract 143,Tract,1990,High School Graduates White Age 25 Up,416.0
Tract 144.07,Tract,1990,High School Graduates White Age 25 Up,2710.0
BNA 9814.98,Tract,1990,High School Graduates White Age 25 Up,0.0
Weldon,Municipality,2000,High School Graduates White Age 25 Up,367.0
Coats,Municipality,2000,High School Graduates White Age 25 Up,732.0
Erwin,Municipality,2010,High School Graduates White Age 25 Up,2039.0
Waynesville,Municipality,2000,High School Graduates White Age 25 Up,4739.0
Laurel Park,Municipality,2010,High School Graduates White Age 25 Up,1843.0
Edenton,Municipality,2015,High School Graduates White Age 25 Up,1374.0
Hayesville,Municipality,2000,High School Graduates White Age 25 Up,141.0
Dundarrach,Municipality,2010,High School Graduates White Age 25 Up,359.0
Lattimore,Municipality,2000,High School Graduates White Age 25 Up,164.0
Shelby,Municipality,2010,High School Graduates White Age 25 Up,7242.0
Whiteville,Municipality,1980,High School Graduates White Age 25 Up,568.0
Saluda,Municipality,2000,High School Graduates White Age 25 Up,338.0
Badin,Municipality,2010,High School Graduates White Age 25 Up,591.0
Mount Airy,Municipality,2010,High School Graduates White Age 25 Up,4994.0
Bryson City,Municipality,1990,High School Graduates White Age 25 Up,540.0
Marshville,Municipality,2000,High School Graduates White Age 25 Up,571.0
Wendell,Municipality,1990,High School Graduates White Age 25 Up,1347.0
Jamesville,Municipality,2000,High School Graduates White Age 25 Up,173.0
Saluda,Municipality,1990,High School Graduates White Age 25 Up,259.0
Indian Trail,Municipality,1990,High School Graduates White Age 25 Up,919.0
Huntsville Twp.,Township,1990,High School Graduates White Age 25 Up,1580.0
Gilkey Township,Township,1990,High School Graduates White Age 25 Up,591.0
Macon,Municipality,1990,High School Graduates White Age 25 Up,61.0
Plymouth,Municipality,2010,High School Graduates White Age 25 Up,758.0
Newton Grove Twp.,Township,1990,High School Graduates White Age 25 Up,575.0
Canton,Municipality,2010,High School Graduates White Age 25 Up,2219.0
Maggie Valley,Municipality,2000,High School Graduates White Age 25 Up,469.0
Waynesville,Municipality,2015,High School Graduates White Age 25 Up,6185.0
Hendersonville,Municipality,2010,High School Graduates White Age 25 Up,6855.0
Laurel Park,Municipality,2015,High School Graduates White Age 25 Up,1867.0
Raeford,Municipality,2015,High School Graduates White Age 25 Up,1081.0
McDonald,Municipality,2000,High School Graduates White Age 25 Up,42.0
Rennert,Municipality,2010,High School Graduates White Age 25 Up,16.0
Mayodan,Municipality,1990,High School Graduates White Age 25 Up,939.0
Caldwell County,County,1970,High School Graduates White Age 25 Up,8617.0
East Spencer,Municipality,1990,High School Graduates White Age 25 Up,113.0
Rockwell,Municipality,2010,High School Graduates White Age 25 Up,984.0
Spindale,Municipality,1980,High School Graduates White Age 25 Up,426.0
BNA 9911,Tract,1990,High School Graduates White Age 25 Up,933.0
Tract 303,Tract,1990,High School Graduates White Age 25 Up,118.0
North Liberty Twp.,Township,1990,High School Graduates White Age 25 Up,1990.0
Cabarrus County,County,1970,High School Graduates White Age 25 Up,11587.0
BNA 9804,Tract,1990,High School Graduates White Age 25 Up,473.0
BNA 9909,Tract,1990,High School Graduates White Age 25 Up,644.0
Tract 425,Tract,1990,High School Graduates White Age 25 Up,1762.0
Tract 310,Tract,1990,High School Graduates White Age 25 Up,1069.0
Tract 305,Tract,1990,High School Graduates White Age 25 Up,2125.0
Tract 19.02,Tract,1990,High School Graduates White Age 25 Up,782.0
Tract 17,Tract,1990,High School Graduates White Age 25 Up,185.0
Tract 40.08,Tract,1990,High School Graduates White Age 25 Up,2569.0
Sandy Creek Twp.,Township,1990,High School Graduates White Age 25 Up,1178.0
Fishing Creek Twp.,Township,1990,High School Graduates White Age 25 Up,64.0
Tract 8.01,Tract,1990,High School Graduates White Age 25 Up,51.0
Tract 24,Tract,1990,High School Graduates White Age 25 Up,890.0
Alexander County,County,2015,High School Graduates White Age 25 Up,19436.0
Rolesville,Municipality,2015,High School Graduates White Age 25 Up,2509.0
Anson County,County,1970,High School Graduates White Age 25 Up,3010.0
Avery County,County,1980,High School Graduates White Age 25 Up,4135.0
Tract 53.04,Tract,1990,High School Graduates White Age 25 Up,446.0
BNA 9505,Tract,1990,High School Graduates White Age 25 Up,4030.0
Fremont,Municipality,1990,High School Graduates White Age 25 Up,350.0
Tract 109,Tract,1990,High School Graduates White Age 25 Up,829.0
Tract 121.01,Tract,1990,High School Graduates White Age 25 Up,2348.0
BNA 9804,Tract,1990,High School Graduates White Age 25 Up,919.0
Tract 303.02,Tract,1990,High School Graduates White Age 25 Up,403.0
BNA 9607,Tract,1990,High School Graduates White Age 25 Up,1770.0
BNA 9610,Tract,1990,High School Graduates White Age 25 Up,2228.0
BNA 9705,Tract,1990,High School Graduates White Age 25 Up,1368.0
Tract 106,Tract,1990,High School Graduates White Age 25 Up,1171.0
Tract 526.03,Tract,1990,High School Graduates White Age 25 Up,1609.0
Tract 12,Tract,1990,High School Graduates White Age 25 Up,1037.0
Tract 6,Tract,1990,High School Graduates White Age 25 Up,2508.0
Hot House Township,Township,1990,High School Graduates White Age 25 Up,354.0
Whiteville Township,Township,1990,High School Graduates White Age 25 Up,3261.0
Rockfish Township,Township,1990,High School Graduates White Age 25 Up,12489.0
Cotton Grove Twp.,Township,1990,High School Graduates White Age 25 Up,2819.0
"Twp. 14, U. Town Ck.",Township,1990,High School Graduates White Age 25 Up,453.0
Rock Creek Township,Township,1990,High School Graduates White Age 25 Up,2060.0
Tract 101,Tract,1990,High School Graduates White Age 25 Up,201.0
Tract 161.02,Tract,1990,High School Graduates White Age 25 Up,3502.0
Tract 164.01,Tract,1990,High School Graduates White Age 25 Up,1724.0
Tract 165.02,Tract,1990,High School Graduates White Age 25 Up,2338.0
Tract 142,Tract,1990,High School Graduates White Age 25 Up,435.0
Tract 15,Tract,1990,High School Graduates White Age 25 Up,1283.0
BNA 9602,Tract,1990,High School Graduates White Age 25 Up,1823.0
Tract 156,Tract,1990,High School Graduates White Age 25 Up,1850.0
Tract 705,Tract,1990,High School Graduates White Age 25 Up,1867.0
Tract 414,Tract,1990,High School Graduates White Age 25 Up,1999.0
Tract 101,Tract,1990,High School Graduates White Age 25 Up,1156.0
Cumberland County,County,2010,High School Graduates White Age 25 Up,92800.0
BNA 9705,Tract,1990,High School Graduates White Age 25 Up,1288.0
Forsyth County,County,1990,High School Graduates White Age 25 Up,109332.0
Grover,Municipality,1990,High School Graduates White Age 25 Up,197.0
