area Name,area type,year,variable,value
Manteo,Municipality,2015,High School Graduates White Age 25 Up,952.0
Lexington,Municipality,2010,High School Graduates White Age 25 Up,5973.0
Vance County,County,1980,High School Graduates White Age 25 Up,6693.0
Cumberland County,County,1990,High School Graduates White Age 25 Up,81529.0
Davidson County,County,1990,High School Graduates White Age 25 Up,49570.0
Anson County,County,1980,High School Graduates White Age 25 Up,4577.0
Tract 403,Tract,1990,High School Graduates White Age 25 Up,794.0
Lucama,Municipality,2015,High School Graduates White Age 25 Up,291.0
BNA 9704,Tract,1990,High School Graduates White Age 25 Up,1598.0
BNA 9908,Tract,1990,High School Graduates White Age 25 Up,783.0
Tract 313.02,Tract,1990,High School Graduates White Age 25 Up,901.0
Tract 317.02,Tract,1990,High School Graduates White Age 25 Up,1746.0
Tract 328,Tract,1990,High School Graduates White Age 25 Up,1535.0
White Oak Township,Township,1990,High School Graduates White Age 25 Up,4309.0
Belvidere Township,Township,1990,High School Graduates White Age 25 Up,414.0
Level Cross Twp.,Township,1990,High School Graduates White Age 25 Up,1123.0
Franklin Township,Township,1990,High School Graduates White Age 25 Up,4664.0
Lisbon Township,Township,1990,High School Graduates White Age 25 Up,218.0
Williamson Township,Township,1990,High School Graduates White Age 25 Up,1855.0
Stony Creek Twp.,Township,1990,High School Graduates White Age 25 Up,585.0
Williams Township,Township,1990,High School Graduates White Age 25 Up,2582.0
Midway Township,Township,1990,High School Graduates White Age 25 Up,4648.0
Tyro Township,Township,1990,High School Graduates White Age 25 Up,2561.0
Old Richmond Twp.,Township,1990,High School Graduates White Age 25 Up,2153.0
Salem Chapel Twp.,Township,1990,High School Graduates White Age 25 Up,2642.0
Riverbend Township,Township,1990,High School Graduates White Age 25 Up,7272.0
Sassafras Fork Twp.,Township,1990,High School Graduates White Age 25 Up,530.0
Duke Township,Township,1990,High School Graduates White Age 25 Up,1857.0
Currituck Township,Township,1990,High School Graduates White Age 25 Up,348.0
Trent Township,Township,1990,High School Graduates White Age 25 Up,869.0
Marion Township,Township,1990,High School Graduates White Age 25 Up,5124.0
Cowee Township,Township,1990,High School Graduates White Age 25 Up,543.0
Ophir Township,Township,1990,High School Graduates White Age 25 Up,208.0
Tract 127.05,Tract,1990,High School Graduates White Age 25 Up,47.0
Tract 213,Tract,1990,High School Graduates White Age 25 Up,1096.0
Tract 18,Tract,1990,High School Graduates White Age 25 Up,514.0
Tract 3.02,Tract,1990,High School Graduates White Age 25 Up,0.0
Tract 127.04,Tract,1990,High School Graduates White Age 25 Up,1100.0
Tract 19.08,Tract,1990,High School Graduates White Age 25 Up,2933.0
Tract 26,Tract,1990,High School Graduates White Age 25 Up,254.0
Kernersville-Forsyth,Municipal Part,2000,High School Graduates White Age 25 Up,8297.0
BNA 9507,Tract,1990,High School Graduates White Age 25 Up,3096.0
BNA 9519.98,Tract,1990,High School Graduates White Age 25 Up,0.0
BNA 9606,Tract,1990,High School Graduates White Age 25 Up,1568.0
Brassfield Twp.,Township,1990,High School Graduates White Age 25 Up,1615.0
Whitakers-Edgecombe,Municipal Part,2000,High School Graduates White Age 25 Up,51.0
Atlantic Township,Township,1990,High School Graduates White Age 25 Up,341.0
"Twp. 4, Kings Mt.",Township,1990,High School Graduates White Age 25 Up,5975.0
Love Valley,Municipality,1980,High School Graduates White Age 25 Up,5.0
Chocowinity,Municipality,2015,High School Graduates White Age 25 Up,368.0
Aulander,Municipality,1980,High School Graduates White Age 25 Up,123.0
Kelford,Municipality,2000,High School Graduates White Age 25 Up,50.0
Locust,Municipality,2015,High School Graduates White Age 25 Up,1671.0
Robbins,Municipality,1990,High School Graduates White Age 25 Up,328.0
Madison County,County,1990,High School Graduates White Age 25 Up,6251.0
Selma,Municipality,2000,High School Graduates White Age 25 Up,1268.0
Wilmington,Municipality,1990,High School Graduates White Age 25 Up,19231.0
Lumber Bridge,Municipality,2010,High School Graduates White Age 25 Up,50.0
Landis,Municipality,1990,High School Graduates White Age 25 Up,986.0
Spencer,Municipality,1980,High School Graduates White Age 25 Up,430.0
Walnut Cove,Municipality,2000,High School Graduates White Age 25 Up,620.0
Black Creek,Municipality,2010,High School Graduates White Age 25 Up,340.0
Allensville Twp.,Township,1990,High School Graduates White Age 25 Up,628.0
Jonesville,Municipality,2000,High School Graduates White Age 25 Up,550.0
Burnsville,Municipality,1980,High School Graduates White Age 25 Up,264.0
St. James,Municipality,2010,High School Graduates White Age 25 Up,2600.0
Wesley Chapel,Municipality,2000,High School Graduates White Age 25 Up,1372.0
Kings Mountain-Gaston,Municipal Part,2000,High School Graduates White Age 25 Up,156.0
Archdale-Guilford,Municipal Part,2000,High School Graduates White Age 25 Up,110.0
BNA 9901,Tract,1990,High School Graduates White Age 25 Up,1625.0
BNA 9507,Tract,1990,High School Graduates White Age 25 Up,2496.0
Tract 1103,Tract,1990,High School Graduates White Age 25 Up,1953.0
BNA 9905,Tract,1990,High School Graduates White Age 25 Up,1713.0
Fuquay-Varina,Municipality,1980,High School Graduates White Age 25 Up,442.0
Creedmoor,Municipality,1980,High School Graduates White Age 25 Up,219.0
Stem,Municipality,2000,High School Graduates White Age 25 Up,121.0
Hookerton,Municipality,2010,High School Graduates White Age 25 Up,164.0
Gibsonville,Municipality,1990,High School Graduates White Age 25 Up,1232.0
Greensboro,Municipality,2010,High School Graduates White Age 25 Up,86118.0
Jamestown,Municipality,1980,High School Graduates White Age 25 Up,287.0
Hobgood,Municipality,1990,High School Graduates White Age 25 Up,102.0
Scotland Neck,Municipality,2000,High School Graduates White Age 25 Up,468.0
Murfreesboro,Municipality,2000,High School Graduates White Age 25 Up,800.0
Andrews,Municipality,2000,High School Graduates White Age 25 Up,738.0
Casar,Municipality,2015,High School Graduates White Age 25 Up,142.0
Randleman,Municipality,2015,High School Graduates White Age 25 Up,1908.0
Seagrove,Municipality,1980,High School Graduates White Age 25 Up,39.0
Maxton,Municipality,1980,High School Graduates White Age 25 Up,238.0
Parkton,Municipality,1980,High School Graduates White Age 25 Up,66.0
Proctorville,Municipality,2010,High School Graduates White Age 25 Up,31.0
Robersonville,Municipality,1980,High School Graduates White Age 25 Up,175.0
Troy,Municipality,2015,High School Graduates White Age 25 Up,1123.0
Plain View Township,Township,1990,High School Graduates White Age 25 Up,806.0
Farmville,Municipality,1980,High School Graduates White Age 25 Up,458.0
Archdale,Municipality,1980,High School Graduates White Age 25 Up,994.0
Rockingham,Municipality,1990,High School Graduates White Age 25 Up,3503.0
Middleburg,Municipality,2015,High School Graduates White Age 25 Up,24.0
Erwin,Municipality,2015,High School Graduates White Age 25 Up,2134.0
Fuquay-Varina,Municipality,2000,High School Graduates White Age 25 Up,3217.0
Knightdale,Municipality,1990,High School Graduates White Age 25 Up,1003.0
Tract 102,Tract,1990,High School Graduates White Age 25 Up,447.0
White Oak Township,Township,1990,High School Graduates White Age 25 Up,5222.0
BNA 9506,Tract,1990,High School Graduates White Age 25 Up,1022.0
Boonville Township,Township,1990,High School Graduates White Age 25 Up,1308.0
Midway,Municipality,2015,High School Graduates White Age 25 Up,2665.0
BNA 9709,Tract,1990,High School Graduates White Age 25 Up,1747.0
Tract 210,Tract,1990,High School Graduates White Age 25 Up,1053.0
Tract 40.05,Tract,1990,High School Graduates White Age 25 Up,1896.0
BNA 9908,Tract,1990,High School Graduates White Age 25 Up,1466.0
Tract 20,Tract,1990,High School Graduates White Age 25 Up,0.0
Stonewall,Municipality,2000,High School Graduates White Age 25 Up,104.0
Grandfather,Municipality,2010,High School Graduates White Age 25 Up,118.0
Hassell,Municipality,1990,High School Graduates White Age 25 Up,22.0
Powellsville,Municipality,1980,High School Graduates White Age 25 Up,45.0
Roxobel,Municipality,2010,High School Graduates White Age 25 Up,88.0
Biscoe,Municipality,1990,High School Graduates White Age 25 Up,379.0
Holden Beach,Municipality,1990,High School Graduates White Age 25 Up,519.0
Navassa,Municipality,2000,High School Graduates White Age 25 Up,30.0
Bailey,Municipality,2000,High School Graduates White Age 25 Up,281.0
Weaverville,Municipality,2000,High School Graduates White Age 25 Up,1584.0
Drexel,Municipality,2015,High School Graduates White Age 25 Up,950.0
Morganton,Municipality,2015,High School Graduates White Age 25 Up,7863.0
Farmville,Municipality,1990,High School Graduates White Age 25 Up,1326.0
Fountain,Municipality,2000,High School Graduates White Age 25 Up,112.0
Grifton,Municipality,1990,High School Graduates White Age 25 Up,775.0
Tryon,Municipality,1990,High School Graduates White Age 25 Up,890.0
Ellerbe,Municipality,1980,High School Graduates White Age 25 Up,142.0
Creston Township,Township,1990,High School Graduates White Age 25 Up,225.0
Abbotts Township,Township,1990,High School Graduates White Age 25 Up,316.0
Middlesex,Municipality,1980,High School Graduates White Age 25 Up,106.0
Red Oak,Municipality,1990,High School Graduates White Age 25 Up,125.0
Severn,Municipality,1980,High School Graduates White Age 25 Up,29.0
Carrboro,Municipality,2015,High School Graduates White Age 25 Up,9299.0
Louisburg,Municipality,1990,High School Graduates White Age 25 Up,817.0
Youngsville,Municipality,1980,High School Graduates White Age 25 Up,74.0
Belmont,Municipality,2010,High School Graduates White Age 25 Up,5023.0
Tract 706,Tract,1990,High School Graduates White Age 25 Up,1893.0
BNA 9606,Tract,1990,High School Graduates White Age 25 Up,823.0
Tract 210,Tract,1990,High School Graduates White Age 25 Up,6881.0
Tract 202.02,Tract,1990,High School Graduates White Age 25 Up,0.0
Tract 523,Tract,1990,High School Graduates White Age 25 Up,2583.0
Tract 537.07,Tract,1990,High School Graduates White Age 25 Up,3060.0
Columbia Township,Township,1990,High School Graduates White Age 25 Up,318.0
Halifax,Municipality,1980,High School Graduates White Age 25 Up,38.0
Ruffin Township,Township,1990,High School Graduates White Age 25 Up,1658.0
Henderson Township,Township,1990,High School Graduates White Age 25 Up,4900.0
Gibsonville,Municipality,1980,High School Graduates White Age 25 Up,404.0
High Point,Municipality,2015,High School Graduates White Age 25 Up,36087.0
Halifax,Municipality,2015,High School Graduates White Age 25 Up,145.0
Wake Forest,Municipality,2000,High School Graduates White Age 25 Up,5997.0
Zebulon,Municipality,2015,High School Graduates White Age 25 Up,1449.0
Warrenton,Municipality,2000,High School Graduates White Age 25 Up,346.0
Goldsboro,Municipality,1990,High School Graduates White Age 25 Up,11548.0
Beargrass,Municipality,2010,High School Graduates White Age 25 Up,87.0
Hamlet,Municipality,1980,High School Graduates White Age 25 Up,646.0
Hoffman,Municipality,2000,High School Graduates White Age 25 Up,118.0
Lumberton,Municipality,2000,High School Graduates White Age 25 Up,5556.0
Pinebluff,Municipality,1990,High School Graduates White Age 25 Up,443.0
Taylortown,Municipality,2010,High School Graduates White Age 25 Up,207.0
Rockwell,Municipality,2000,High School Graduates White Age 25 Up,923.0
Pollocksville,Municipality,2010,High School Graduates White Age 25 Up,173.0
Grantsboro,Municipality,2010,High School Graduates White Age 25 Up,310.0
Duck,Municipality,2015,High School Graduates White Age 25 Up,429.0
Weddington-Union,Municipal Part,2000,High School Graduates White Age 25 Up,4133.0
Mount Pleasant,Municipality,2000,High School Graduates White Age 25 Up,631.0
Anson County,County,1990,High School Graduates White Age 25 Up,5862.0
Bertie County,County,1980,High School Graduates White Age 25 Up,2725.0
Currituck County,County,2015,High School Graduates White Age 25 Up,13617.0
Henderson County,County,1990,High School Graduates White Age 25 Up,36897.0
McDowell County,County,2015,High School Graduates White Age 25 Up,24509.0
Martin County,County,2015,High School Graduates White Age 25 Up,8291.0
Maiden,Municipality,2015,High School Graduates White Age 25 Up,1241.0
Connelly Springs,Municipality,2015,High School Graduates White Age 25 Up,775.0
BNA 9704,Tract,1990,High School Graduates White Age 25 Up,655.0
Tract 36,Tract,1990,High School Graduates White Age 25 Up,171.0
Tract 20.03,Tract,1990,High School Graduates White Age 25 Up,3596.0
Tract 53.98,Tract,1990,High School Graduates White Age 25 Up,567.0
BNA 9503,Tract,1990,High School Graduates White Age 25 Up,3190.0
Tract 29,Tract,1990,High School Graduates White Age 25 Up,1084.0
Tract 415,Tract,1990,High School Graduates White Age 25 Up,3338.0
Tract 311,Tract,1990,High School Graduates White Age 25 Up,1574.0
Tract 7,Tract,1990,High School Graduates White Age 25 Up,538.0
Tract 10,Tract,1990,High School Graduates White Age 25 Up,386.0
Tract 17,Tract,1990,High School Graduates White Age 25 Up,1142.0
Taylorsville,Municipality,2015,High School Graduates White Age 25 Up,893.0
Gates County,County,2000,High School Graduates White Age 25 Up,3376.0
Hertford County,County,1970,High School Graduates White Age 25 Up,2999.0
Lincoln County,County,1990,High School Graduates White Age 25 Up,18927.0
Martin County,County,2010,High School Graduates White Age 25 Up,8090.0
Thomasville,Municipality,1980,High School Graduates White Age 25 Up,1286.0
Mocksville,Municipality,2015,High School Graduates White Age 25 Up,2002.0
Calypso,Municipality,1990,High School Graduates White Age 25 Up,174.0
Tract 121,Tract,1990,High School Graduates White Age 25 Up,3318.0
BNA 9802,Tract,1990,High School Graduates White Age 25 Up,1719.0
Shelby,Municipality,1980,High School Graduates White Age 25 Up,1252.0
"Twp. 7, Beaver Ck.",Township,1990,High School Graduates White Age 25 Up,310.0
Bolton,Municipality,2000,High School Graduates White Age 25 Up,90.0
Fair Bluff,Municipality,2015,High School Graduates White Age 25 Up,229.0
"Twp. 8, Mallard Crk.",Township,1990,High School Graduates White Age 25 Up,4278.0
Fork Mt-L. Rock Ck.,Township,1990,High School Graduates White Age 25 Up,257.0
Bridgeton,Municipality,2015,High School Graduates White Age 25 Up,200.0
Canetuck Township,Township,1990,High School Graduates White Age 25 Up,63.0
Columbus Township,Township,1990,High School Graduates White Age 25 Up,2116.0
Providence Township,Township,1990,High School Graduates White Age 25 Up,1446.0
Whites Creek Twp.,Township,1990,High School Graduates White Age 25 Up,178.0
Lovelady Township,Township,1990,High School Graduates White Age 25 Up,3158.0
Upper Creek Twp.,Township,1990,High School Graduates White Age 25 Up,424.0
"Twp. 1, Harrisburg",Township,1990,High School Graduates White Age 25 Up,4075.0
Wilson Creek Twp.,Township,1990,High School Graduates White Age 25 Up,9.0
Shoal Creek Twp.,Township,1990,High School Graduates White Age 25 Up,522.0
Tract 104.03,Tract,1990,High School Graduates White Age 25 Up,957.0
Tract 170,Tract,1990,High School Graduates White Age 25 Up,1865.0
Tract 171,Tract,1990,High School Graduates White Age 25 Up,3410.0
BNA 9904,Tract,1990,High School Graduates White Age 25 Up,1222.0
Tract 10,Tract,1990,High School Graduates White Age 25 Up,3363.0
Tract 513.01,Tract,1990,High School Graduates White Age 25 Up,2803.0
Tract 539,Tract,1990,High School Graduates White Age 25 Up,1189.0
Tract 534.02,Tract,1990,High School Graduates White Age 25 Up,247.0
Tract 615,Tract,1990,High School Graduates White Age 25 Up,2809.0
Tract 703,Tract,1990,High School Graduates White Age 25 Up,1386.0
Tract 106,Tract,1990,High School Graduates White Age 25 Up,1786.0
Tract 10,Tract,1990,High School Graduates White Age 25 Up,1121.0
Tract 3,Tract,1990,High School Graduates White Age 25 Up,210.0
Tract 114,Tract,1990,High School Graduates White Age 25 Up,0.0
Tract 104,Tract,1990,High School Graduates White Age 25 Up,1734.0
Tract 20,Tract,1990,High School Graduates White Age 25 Up,53.0
Tract 17,Tract,1990,High School Graduates White Age 25 Up,831.0
Tract 311,Tract,1990,High School Graduates White Age 25 Up,1667.0
BNA 9703,Tract,1990,High School Graduates White Age 25 Up,1559.0
Tract 509.01,Tract,1990,High School Graduates White Age 25 Up,1334.0
BNA 9602,Tract,1990,High School Graduates White Age 25 Up,1630.0
BNA 9602,Tract,1990,High School Graduates White Age 25 Up,1363.0
BNA 9606,Tract,1990,High School Graduates White Age 25 Up,336.0
Tract 535.08,Tract,1990,High School Graduates White Age 25 Up,3960.0
BNA 9805,Tract,1990,High School Graduates White Age 25 Up,890.0
Bertie County,County,2015,High School Graduates White Age 25 Up,4950.0
Cabarrus County,County,1990,High School Graduates White Age 25 Up,39520.0
Caswell County,County,1970,High School Graduates White Age 25 Up,1736.0
Morven,Municipality,1980,High School Graduates White Age 25 Up,76.0
Alamance County,County,1980,High School Graduates White Age 25 Up,28284.0
Alexander County,County,1980,High School Graduates White Age 25 Up,5949.0
Leggett,Municipality,1990,High School Graduates White Age 25 Up,42.0
Princeville,Municipality,1990,High School Graduates White Age 25 Up,12.0
McAdenville,Municipality,1980,High School Graduates White Age 25 Up,139.0
Robbinsville,Municipality,1990,High School Graduates White Age 25 Up,193.0
Harrisburg,Municipality,2010,High School Graduates White Age 25 Up,4959.0
Kannapolis,Municipality,1990,High School Graduates White Age 25 Up,9907.0
Hudson,Municipality,2010,High School Graduates White Age 25 Up,1925.0
Morehead City,Municipality,2010,High School Graduates White Age 25 Up,5145.0
Maysville,Municipality,2010,High School Graduates White Age 25 Up,314.0
Kinston,Municipality,1980,High School Graduates White Age 25 Up,1884.0
Tract 30.09,Tract,1990,High School Graduates White Age 25 Up,4239.0
Tract 39.02,Tract,1990,High School Graduates White Age 25 Up,46.0
Silver Hill Twp.,Township,1990,High School Graduates White Age 25 Up,2211.0
Wilson Township,Township,1990,High School Graduates White Age 25 Up,11166.0
Tract 206,Tract,1990,High School Graduates White Age 25 Up,1925.0
Roanoke Rapids Twp.,Township,1990,High School Graduates White Age 25 Up,7357.0
Tract 109,Tract,1990,High School Graduates White Age 25 Up,716.0
Mountain Township,Township,1990,High School Graduates White Age 25 Up,98.0
"Twp. 8, Spring",Township,1990,High School Graduates White Age 25 Up,262.0
"Twp. 14, Pineville",Township,1990,High School Graduates White Age 25 Up,2378.0
BNA 9702,Tract,1990,High School Graduates White Age 25 Up,1128.0
Coopers Township,Township,1990,High School Graduates White Age 25 Up,1031.0
BNA 9907,Tract,1990,High School Graduates White Age 25 Up,1349.0
BNA 9912,Tract,1990,High School Graduates White Age 25 Up,1536.0
BNA 9901,Tract,1990,High School Graduates White Age 25 Up,809.0
Fairmont,Municipality,1990,High School Graduates White Age 25 Up,548.0
Lumberton,Municipality,1990,High School Graduates White Age 25 Up,5272.0
Tract 20.02,Tract,1990,High School Graduates White Age 25 Up,3967.0
Tract 21,Tract,1990,High School Graduates White Age 25 Up,1906.0
Mount Olive-Wayne,Municipal Part,2000,High School Graduates White Age 25 Up,1011.0
Mint Hill,Municipality,2010,High School Graduates White Age 25 Up,11570.0
Kelford,Municipality,2015,High School Graduates White Age 25 Up,41.0
Tract 15,Tract,1990,High School Graduates White Age 25 Up,710.0
Washington County,County,2010,High School Graduates White Age 25 Up,4068.0
Elon College,Municipality,1980,High School Graduates White Age 25 Up,172.0
Tract 605.98,Tract,1990,High School Graduates White Age 25 Up,2125.0
Tract 325.02,Tract,1990,High School Graduates White Age 25 Up,1091.0
BNA 9701,Tract,1990,High School Graduates White Age 25 Up,1148.0
BNA 9605,Tract,1990,High School Graduates White Age 25 Up,1010.0
Tract 308,Tract,1990,High School Graduates White Age 25 Up,1963.0
Tract 117,Tract,1990,High School Graduates White Age 25 Up,3299.0
Tract 104,Tract,1990,High School Graduates White Age 25 Up,4772.0
Portsmouth Township,Township,1990,High School Graduates White Age 25 Up,0.0
Gastonia Township,Township,1990,High School Graduates White Age 25 Up,25161.0
Eno Township,Township,1990,High School Graduates White Age 25 Up,2412.0
Windsor Township,Township,1990,High School Graduates White Age 25 Up,1467.0
Hollow Township,Township,1990,High School Graduates White Age 25 Up,316.0
Duplin County,County,2010,High School Graduates White Age 25 Up,18312.0
Haywood County,County,1980,High School Graduates White Age 25 Up,14938.0
Henderson County,County,2000,High School Graduates White Age 25 Up,51841.0
Montgomery County,County,2010,High School Graduates White Age 25 Up,10870.0
Onslow County,County,1980,High School Graduates White Age 25 Up,24098.0
Orange County,County,1990,High School Graduates White Age 25 Up,38935.0
Avery County,County,2000,High School Graduates White Age 25 Up,8189.0
Beaufort County,County,2015,High School Graduates White Age 25 Up,21773.0
Bladen County,County,1980,High School Graduates White Age 25 Up,5527.0
Buncombe County,County,1980,High School Graduates White Age 25 Up,56375.0
Cabarrus County,County,2000,High School Graduates White Age 25 Up,59653.0
Carteret County,County,2015,High School Graduates White Age 25 Up,41806.0
BNA 9903,Tract,1990,High School Graduates White Age 25 Up,745.0
BNA 9503.98,Tract,1990,High School Graduates White Age 25 Up,2433.0
Big Lick Township,Township,1990,High School Graduates White Age 25 Up,1670.0
Sandy Creek Twp.,Township,1990,High School Graduates White Age 25 Up,112.0
Elkin,Municipality,2010,High School Graduates White Age 25 Up,296.0
Cove Creek Township,Township,1990,High School Graduates White Age 25 Up,848.0
North Topsail Beach,Municipality,2000,High School Graduates White Age 25 Up,585.0
Arapahoe,Municipality,2000,High School Graduates White Age 25 Up,235.0
Wingate,Municipality,1980,High School Graduates White Age 25 Up,159.0
Winfall,Municipality,1990,High School Graduates White Age 25 Up,133.0
Jobs Cabin Township,Township,1990,High School Graduates White Age 25 Up,147.0
Mclauchlin Township,Township,1990,High School Graduates White Age 25 Up,1218.0
Conover,Municipality,1990,High School Graduates White Age 25 Up,2477.0
Williams Township,Township,1990,High School Graduates White Age 25 Up,319.0
"Twp. 7, Crab Orchard",Township,1990,High School Graduates White Age 25 Up,5456.0
Gaston,Municipality,2015,High School Graduates White Age 25 Up,343.0
Gaston,Municipality,1980,High School Graduates White Age 25 Up,139.0
St. Pauls,Municipality,2015,High School Graduates White Age 25 Up,763.0
Mayodan,Municipality,1980,High School Graduates White Age 25 Up,357.0
China Grove,Municipality,2000,High School Graduates White Age 25 Up,1477.0
Yadkinville,Municipality,1990,High School Graduates White Age 25 Up,947.0
Red Oak,Municipality,2000,High School Graduates White Age 25 Up,1425.0
Momeyer,Municipality,2015,High School Graduates White Age 25 Up,127.0
Unionville,Municipality,2010,High School Graduates White Age 25 Up,3148.0
Carolina Shores,Municipality,2000,High School Graduates White Age 25 Up,1299.0
Tract 203,Tract,1990,High School Graduates White Age 25 Up,2313.0
BNA 9906,Tract,1990,High School Graduates White Age 25 Up,831.0
Tract 323.01,Tract,1990,High School Graduates White Age 25 Up,1039.0
BNA 9803,Tract,1990,High School Graduates White Age 25 Up,1124.0
Tract 13.01,Tract,1990,High School Graduates White Age 25 Up,6.0
Tract 39.05,Tract,1990,High School Graduates White Age 25 Up,1625.0
Bridgeton,Municipality,2010,High School Graduates White Age 25 Up,179.0
Richlands,Municipality,2010,High School Graduates White Age 25 Up,521.0
Tract 511,Tract,1990,High School Graduates White Age 25 Up,3371.0
Tract 204,Tract,1990,High School Graduates White Age 25 Up,2970.0
Tract 528.01,Tract,1990,High School Graduates White Age 25 Up,2652.0
BNA 9602,Tract,1990,High School Graduates White Age 25 Up,793.0
Roseboro,Municipality,2010,High School Graduates White Age 25 Up,454.0
Grifton-Lenoir,Municipal Part,2000,High School Graduates White Age 25 Up,2.0
Saluda-Polk,Municipal Part,2000,High School Graduates White Age 25 Up,338.0
"Twp. 11, Pleasant G",Township,1990,High School Graduates White Age 25 Up,601.0
Newport Township,Township,1990,High School Graduates White Age 25 Up,2911.0
BNA 9518.98,Tract,1990,High School Graduates White Age 25 Up,0.0
BNA 9902,Tract,1990,High School Graduates White Age 25 Up,319.0
BNA 9608,Tract,1990,High School Graduates White Age 25 Up,519.0
Tract 2,Tract,1990,High School Graduates White Age 25 Up,104.0
Clemmonsville Twp.,Township,1990,High School Graduates White Age 25 Up,5049.0
Cashiers,Municipality,2010,High School Graduates White Age 25 Up,35.0
Kenly,Municipality,1980,High School Graduates White Age 25 Up,141.0
Micro,Municipality,1990,High School Graduates White Age 25 Up,159.0
Sanford,Municipality,2000,High School Graduates White Age 25 Up,7387.0
Lenoir,Municipality,1980,High School Graduates White Age 25 Up,1545.0
Beaufort,Municipality,1990,High School Graduates White Age 25 Up,1647.0
Emerald Isle,Municipality,1990,High School Graduates White Age 25 Up,1710.0
Milton,Municipality,2000,High School Graduates White Age 25 Up,72.0
Long Beach,Municipality,1980,High School Graduates White Age 25 Up,379.0
Navassa,Municipality,1980,High School Graduates White Age 25 Up,16.0
Ocean Isle Beach,Municipality,2010,High School Graduates White Age 25 Up,724.0
Leland,Municipality,2010,High School Graduates White Age 25 Up,6927.0
Hildebran,Municipality,2010,High School Graduates White Age 25 Up,578.0
BNA 9801,Tract,1990,High School Graduates White Age 25 Up,948.0
Tract 106,Tract,1990,High School Graduates White Age 25 Up,2043.0
Tract 106,Tract,1990,High School Graduates White Age 25 Up,2308.0
BNA 9803,Tract,1990,High School Graduates White Age 25 Up,999.0
Brackett Township,Township,1990,High School Graduates White Age 25 Up,126.0
Burningtown Twp.,Township,1990,High School Graduates White Age 25 Up,240.0
Tract 49,Tract,1990,High School Graduates White Age 25 Up,0.0
Tract 60.01,Tract,1990,High School Graduates White Age 25 Up,2514.0
BNA 9604,Tract,1990,High School Graduates White Age 25 Up,1007.0
Tract 105.01,Tract,1990,High School Graduates White Age 25 Up,2951.0
Tract 122,Tract,1990,High School Graduates White Age 25 Up,2907.0
Tract 531.01,Tract,1990,High School Graduates White Age 25 Up,2515.0
Tract 531.02,Tract,1990,High School Graduates White Age 25 Up,4534.0
Tract 535.01,Tract,1990,High School Graduates White Age 25 Up,3635.0
Tract 537.06,Tract,1990,High School Graduates White Age 25 Up,3808.0
BNA 9612,Tract,1990,High School Graduates White Age 25 Up,2076.0
Tract 114,Tract,1990,High School Graduates White Age 25 Up,78.0
Tract 160.02,Tract,1990,High School Graduates White Age 25 Up,2288.0
Tract 708,Tract,1990,High School Graduates White Age 25 Up,1340.0
Polkton,Municipality,2015,High School Graduates White Age 25 Up,677.0
Polkton,Municipality,2000,High School Graduates White Age 25 Up,220.0
Lansing,Municipality,2000,High School Graduates White Age 25 Up,59.0
Mecklenburg County,County,2015,High School Graduates White Age 25 Up,362353.0
Mebane,Municipality,2000,High School Graduates White Age 25 Up,3166.0
Taylorsville,Municipality,1980,High School Graduates White Age 25 Up,115.0
Franklinton,Municipality,2000,High School Graduates White Age 25 Up,488.0
McAdenville,Municipality,2015,High School Graduates White Age 25 Up,436.0
Tract 119,Tract,1990,High School Graduates White Age 25 Up,4170.0
BNA 9703,Tract,1990,High School Graduates White Age 25 Up,2518.0
Tract 405,Tract,1990,High School Graduates White Age 25 Up,2653.0
Tract 527.02,Tract,1990,High School Graduates White Age 25 Up,3820.0
Tract 524.03,Tract,1990,High School Graduates White Age 25 Up,2747.0
Tract 541.03,Tract,1990,High School Graduates White Age 25 Up,4282.0
Cajahs Mountain,Municipality,1990,High School Graduates White Age 25 Up,925.0
Rhodhiss,Municipality,2010,High School Graduates White Age 25 Up,459.0
Murphy,Municipality,2010,High School Graduates White Age 25 Up,1002.0
New Hanover County,County,2000,High School Graduates White Age 25 Up,79214.0
North Carolina,State of NC,2020,High School Graduates White Age 25 Up,1229555.0
Avery County,County,2020,High School Graduates White Age 25 Up,3750.0
Beaufort County,County,2020,High School Graduates White Age 25 Up,7482.0
Bertie County,County,2020,High School Graduates White Age 25 Up,2166.0
Caldwell County,County,2020,High School Graduates White Age 25 Up,18135.0
Chowan County,County,2020,High School Graduates White Age 25 Up,2003.0
Harnett County,County,2020,High School Graduates White Age 25 Up,17993.0
Haywood County,County,2020,High School Graduates White Age 25 Up,11638.0
Mitchell County,County,2020,High School Graduates White Age 25 Up,3264.0
New Hanover County,County,2020,High School Graduates White Age 25 Up,23597.0
Wake County,County,2020,High School Graduates White Age 25 Up,59245.0
Alamance,Municipality,2020,High School Graduates White Age 25 Up,136.0
Arrowhead Beach CDP,Municipality,2020,High School Graduates White Age 25 Up,223.0
Badin,Municipality,2020,High School Graduates White Age 25 Up,400.0
Barker Heights CDP,Municipality,2020,High School Graduates White Age 25 Up,227.0
Barnardsville CDP,Municipality,2020,High School Graduates White Age 25 Up,93.0
Bath,Municipality,2020,High School Graduates White Age 25 Up,51.0
Bayshore CDP,Municipality,2020,High School Graduates White Age 25 Up,266.0
Bear Grass,Municipality,2020,High School Graduates White Age 25 Up,11.0
Belville,Municipality,2020,High School Graduates White Age 25 Up,204.0
